team,team_class,team_points,year,race
Team Sky,WT,5183,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Trek - Segafredo,WT,1452,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Trek - Segafredo,WT,1452,2018,giro-d-italia
Wilier Triestina - Selle Italia,PCT,1324,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Trek - Segafredo,WT,1452,2018,giro-d-italia
Wilier Triestina - Selle Italia,PCT,1324,2018,giro-d-italia
AG2R La Mondiale,WT,1301,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Trek - Segafredo,WT,1452,2018,giro-d-italia
Wilier Triestina - Selle Italia,PCT,1324,2018,giro-d-italia
AG2R La Mondiale,WT,1301,2018,giro-d-italia
Israel Cycling Academy,PCT,1289,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Trek - Segafredo,WT,1452,2018,giro-d-italia
Wilier Triestina - Selle Italia,PCT,1324,2018,giro-d-italia
AG2R La Mondiale,WT,1301,2018,giro-d-italia
Israel Cycling Academy,PCT,1289,2018,giro-d-italia
Movistar Team,WT,1271,2018,giro-d-italia
Team Sky,WT,5183,2018,giro-d-italia
UAE Team Emirates,WT,4120,2018,giro-d-italia
BMC Racing Team,WT,3220,2018,giro-d-italia
Team Sunweb,WT,3145,2018,giro-d-italia
Mitchelton-Scott,WT,3017,2018,giro-d-italia
Quick-Step Floors,WT,2861,2018,giro-d-italia
Astana Pro Team,WT,2857,2018,giro-d-italia
Bahrain Merida Pro Cycling Team,WT,2741,2018,giro-d-italia
Lotto Fix All,WT,2704,2018,giro-d-italia
BORA - hansgrohe,WT,2357,2018,giro-d-italia
Team LottoNL-Jumbo,WT,2194,2018,giro-d-italia
Androni Giocattoli - Sidermec,PCT,2193,2018,giro-d-italia
Groupama - FDJ,WT,2161,2018,giro-d-italia
Team EF Education First-Drapac p/b Cannondale,WT,2070,2018,giro-d-italia
Team Katusha Alpecin,WT,1788,2018,giro-d-italia
Team Dimension Data,WT,1709,2018,giro-d-italia
Trek - Segafredo,WT,1452,2018,giro-d-italia
Wilier Triestina - Selle Italia,PCT,1324,2018,giro-d-italia
AG2R La Mondiale,WT,1301,2018,giro-d-italia
Israel Cycling Academy,PCT,1289,2018,giro-d-italia
Movistar Team,WT,1271,2018,giro-d-italia
Bardiani - CSF,PCT,927,2018,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
AG2R La Mondiale,WT,1813,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
AG2R La Mondiale,WT,1813,2019,giro-d-italia
EF Education First,WT,1749,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
AG2R La Mondiale,WT,1813,2019,giro-d-italia
EF Education First,WT,1749,2019,giro-d-italia
CCC Team,WT,1341,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
AG2R La Mondiale,WT,1813,2019,giro-d-italia
EF Education First,WT,1749,2019,giro-d-italia
CCC Team,WT,1341,2019,giro-d-italia
Nippo Vini Fantini Faizanè,PCT,1288,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
AG2R La Mondiale,WT,1813,2019,giro-d-italia
EF Education First,WT,1749,2019,giro-d-italia
CCC Team,WT,1341,2019,giro-d-italia
Nippo Vini Fantini Faizanè,PCT,1288,2019,giro-d-italia
Israel Cycling Academy,PCT,1114,2019,giro-d-italia
Deceuninck - Quick Step,WT,4427,2019,giro-d-italia
Astana Pro Team,WT,4251,2019,giro-d-italia
BORA - hansgrohe,WT,3894,2019,giro-d-italia
Mitchelton-Scott,WT,3570,2019,giro-d-italia
Team Sunweb,WT,3431,2019,giro-d-italia
Team Jumbo-Visma,WT,3216,2019,giro-d-italia
Bahrain Merida,WT,3078,2019,giro-d-italia
UAE Team Emirates,WT,3018,2019,giro-d-italia
Groupama - FDJ,WT,2591,2019,giro-d-italia
Trek - Segafredo,WT,2577,2019,giro-d-italia
Movistar Team,WT,2493,2019,giro-d-italia
Lotto Soudal,WT,2419,2019,giro-d-italia
Team Katusha Alpecin,WT,2057,2019,giro-d-italia
Team Dimension Data,WT,1917,2019,giro-d-italia
Androni Giocattoli - Sidermec,PCT,1869,2019,giro-d-italia
Team INEOS,WT,1842,2019,giro-d-italia
AG2R La Mondiale,WT,1813,2019,giro-d-italia
EF Education First,WT,1749,2019,giro-d-italia
CCC Team,WT,1341,2019,giro-d-italia
Nippo Vini Fantini Faizanè,PCT,1288,2019,giro-d-italia
Israel Cycling Academy,PCT,1114,2019,giro-d-italia
Bardiani - CSF,PCT,517,2019,giro-d-italia
