team,team_class,team_points,year,race
BORA - hansgrohe,WT,4774,2022,tour-de-france
Quick-Step Alpha Vinyl Team,WT,4424,2022,tour-de-france
Team Arkéa Samsic,PRT,4333,2022,tour-de-france
Groupama - FDJ,WT,4301,2022,tour-de-france
AG2R Citroën Team,WT,4090,2022,tour-de-france
Trek - Segafredo,WT,3980,2022,tour-de-france
Cofidis,WT,3760,2022,tour-de-france
EF Education-EasyPost,WT,3316,2022,tour-de-france
Intermarché - Wanty - Gobert Matériaux,WT,3305,2022,tour-de-france
Alpecin-Deceuninck,PRT,3009,2022,tour-de-france
Team BikeExchange - Jayco,WT,2559,2022,tour-de-france
Lotto Soudal,WT,2470,2022,tour-de-france
TotalEnergies,PRT,2416,2022,tour-de-france
Movistar Team,WT,2389,2022,tour-de-france
Israel - Premier Tech,WT,2378,2022,tour-de-france
Team DSM,WT,2327,2022,tour-de-france
Astana Qazaqstan Team,WT,1616,2022,tour-de-france
B&B Hotels - KTM,PRT,1547,2022,tour-de-france
