name,team,points,ranking,type,year
De Gendt Thomas,Lotto Soudal,19,669,best-classic-riders,2016
Selig Rüdiger,Bora - Argon 18,19,674,best-classic-riders,2016
Peraud Jean-Christophe,AG2R La Mondiale,18,701,best-classic-riders,2016
Arroyo David,Caja Rural - Seguros RGA,18,709,best-classic-riders,2016
Gonçalves José,Caja Rural - Seguros RGA,18,698,best-classic-riders,2016
Mas Lluís,Caja Rural - Seguros RGA,18,692,best-classic-riders,2016
Atapuma Darwin,BMC Racing Team,18,702,best-classic-riders,2016
Schwarzmann Michael,Bora - Argon 18,17,724,best-classic-riders,2016
Knees Christian,Team Sky,17,718,best-classic-riders,2016
Smukulis Gatis,Astana Pro Team,16,734,best-classic-riders,2016
Boswell Ian,Team Sky,16,727,best-classic-riders,2016
Haga Chad,Team Giant - Alpecin,15,808,best-classic-riders,2016
Bagot Yoann,"Cofidis, Solutions Crédits",15,787,best-classic-riders,2016
Armée Sander,Lotto Soudal,15,821,best-classic-riders,2016
Wyss Marcel,IAM Cycling,15,793,best-classic-riders,2016
Gruzdev Dmitriy,Astana Pro Team,15,770,best-classic-riders,2016
Silin Egor,Team Katusha ,14,849,best-classic-riders,2016
Bennett George,Team LottoNL-Jumbo,14,845,best-classic-riders,2016
Zeits Andrey,Astana Pro Team,14,858,best-classic-riders,2016
Zurlo Federico,Lampre - Merida,13,865,best-classic-riders,2016
Malacarne Davide,Astana Pro Team,10,926,best-classic-riders,2016
Erviti Imanol,Movistar Team,10,980,best-classic-riders,2016
Reynés Vicente,IAM Cycling,10,917,best-classic-riders,2016
van Emden Jos,Team LottoNL-Jumbo,10,908,best-classic-riders,2016
Beppu Fumiyuki,Trek - Segafredo,10,992,best-classic-riders,2016
Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,10,939,best-classic-riders,2016
Vanotti Alessandro,Astana Pro Team,10,952,best-classic-riders,2016
Minard Sébastien,AG2R La Mondiale,10,918,best-classic-riders,2016
Pardilla Sergio,Caja Rural - Seguros RGA,10,951,best-classic-riders,2016
Froome Chris,Team Sky,1235,3,top-gc-riders,2017
Bardet Romain,AG2R La Mondiale,938,4,top-gc-riders,2017
Nibali Vincenzo,Bahrain Merida Pro Cycling Team,803,7,top-gc-riders,2017
Chaves Esteban,ORICA-Scott,540,13,top-gc-riders,2017
Costa Rui,UAE Team Emirates,499,15,top-gc-riders,2017
Kelderman Wilco,Team Sunweb,471,19,top-gc-riders,2017
Yates Adam,ORICA-Scott,465,20,top-gc-riders,2017
Jungels Bob,Quick-Step Floors,430,23,top-gc-riders,2017
López Miguel Ángel,Astana Pro Team,401,27,top-gc-riders,2017
Pozzovivo Domenico,AG2R La Mondiale,387,29,top-gc-riders,2017
Yates Simon,ORICA-Scott,385,31,top-gc-riders,2017
Meintjes Louis,UAE Team Emirates,372,35,top-gc-riders,2017
Majka Rafał,BORA - hansgrohe,332,39,top-gc-riders,2017
Atapuma Darwin,UAE Team Emirates,320,43,top-gc-riders,2017
Terpstra Niki,Quick-Step Floors,319,44,top-gc-riders,2017
Bennett George,Team LottoNL-Jumbo,318,45,top-gc-riders,2017
Alaphilippe Julian,Quick-Step Floors,285,55,top-gc-riders,2017
Lutsenko Alexey,Astana Pro Team,280,59,top-gc-riders,2017
Fernández Rubén,Movistar Team,265,68,top-gc-riders,2017
Barguil Warren,Team Sunweb,261,70,top-gc-riders,2017
Kruijswijk Steven,Team LottoNL-Jumbo,258,72,top-gc-riders,2017
Moscon Gianni,Team Sky,258,73,top-gc-riders,2017
Caruso Damiano,BMC Racing Team,251,74,top-gc-riders,2017
Nieve Mikel,Team Sky,251,75,top-gc-riders,2017
de la Cruz David,Quick-Step Floors,250,76,top-gc-riders,2017
Lobato Juan José,Team LottoNL-Jumbo,245,77,top-gc-riders,2017
Poels Wout,Team Sky,240,79,top-gc-riders,2017
Dennis Rohan,BMC Racing Team,239,80,top-gc-riders,2017
Buchmann Emanuel,BORA - hansgrohe,230,86,top-gc-riders,2017
Sánchez Luis León,Astana Pro Team,217,91,top-gc-riders,2017
Oomen Sam,Team Sunweb,214,95,top-gc-riders,2017
Chernetski Sergei,Astana Pro Team,192,103,top-gc-riders,2017
Morton Lachlan,Team Dimension Data,186,116,top-gc-riders,2017
Eiking Odd Christian,FDJ,184,118,top-gc-riders,2017
Gonçalves José,Team Katusha Alpecin,183,120,top-gc-riders,2017
Armée Sander,Lotto Soudal,174,133,top-gc-riders,2017
Bilbao Pello,Astana Pro Team,173,134,top-gc-riders,2017
Taaramäe Rein,Team Katusha Alpecin,172,136,top-gc-riders,2017
Maté Luis Ángel,"Cofidis, Solutions Crédits",161,146,top-gc-riders,2017
Navarro Daniel,"Cofidis, Solutions Crédits",160,148,top-gc-riders,2017
Kudus Merhawi,Team Dimension Data,155,152,top-gc-riders,2017
Woods Michael,Cannondale-Drapac Pro Cycling Team,153,156,top-gc-riders,2017
Rosa Diego,Team Sky,152,161,top-gc-riders,2017
Hansen Adam,Lotto Soudal,145,166,top-gc-riders,2017
Cort Magnus,ORICA-Scott,140,174,top-gc-riders,2017
Turgis Anthony,"Cofidis, Solutions Crédits",140,172,top-gc-riders,2017
Haig Jack,ORICA-Scott,138,176,top-gc-riders,2017
Mamykin Matvey,Team Katusha Alpecin,136,177,top-gc-riders,2017
Konrad Patrick,BORA - hansgrohe,132,183,top-gc-riders,2017
Juul-Jensen Christopher,ORICA-Scott,129,191,top-gc-riders,2017
Mohorič Matej,UAE Team Emirates,120,211,top-gc-riders,2017
De Tier Floris,Team LottoNL-Jumbo,118,214,top-gc-riders,2017
Villella Davide,Cannondale-Drapac Pro Cycling Team,115,223,top-gc-riders,2017
Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,109,233,top-gc-riders,2017
Kragh Andersen Søren,Team Sunweb,106,236,top-gc-riders,2017
De Vreese Laurens,Astana Pro Team,100,253,top-gc-riders,2017
Bernard Julien,Trek - Segafredo,100,246,top-gc-riders,2017
Polanc Jan,UAE Team Emirates,99,256,top-gc-riders,2017
Oliveira Nelson,Movistar Team,98,261,top-gc-riders,2017
Roux Anthony,FDJ,95,272,top-gc-riders,2017
Mas Lluís,Caja Rural - Seguros RGA,95,270,top-gc-riders,2017
Boaro Manuele,Bahrain Merida Pro Cycling Team,90,275,top-gc-riders,2017
Warbasse Larry,Aqua Blue Sport,87,288,top-gc-riders,2017
Verona Carlos,ORICA-Scott,86,291,top-gc-riders,2017
Le Bon Johan,FDJ,86,290,top-gc-riders,2017
Vilela Ricardo,Manzana Postobon,85,296,top-gc-riders,2017
Rossetto Stéphane,"Cofidis, Solutions Crédits",85,295,top-gc-riders,2017
Hamilton Chris,Team Sunweb,83,299,top-gc-riders,2017
Lampaert Yves,Quick-Step Floors,78,315,top-gc-riders,2017
Soler Marc,Movistar Team,75,329,top-gc-riders,2017
Bystrøm Sven Erik,Team Katusha Alpecin,75,326,top-gc-riders,2017
Wallays Jelle,Lotto Soudal,68,349,top-gc-riders,2017
Ludvigsson Tobias,FDJ,67,351,top-gc-riders,2017
De Gendt Thomas,Lotto Soudal,65,359,top-gc-riders,2017
Modolo Sacha,UAE Team Emirates,61,376,top-gc-riders,2017
De Marchi Alessandro,BMC Racing Team,59,385,top-gc-riders,2017
Rojas José Joaquín,Movistar Team,56,401,top-gc-riders,2017
Moreno Javier,Bahrain Merida Pro Cycling Team,56,397,top-gc-riders,2017
Clarke Simon,Cannondale-Drapac Pro Cycling Team,55,411,top-gc-riders,2017
Puccio Salvatore,Team Sky,55,402,top-gc-riders,2017
Benedetti Cesare,BORA - hansgrohe,55,404,top-gc-riders,2017
Houle Hugo,AG2R La Mondiale,53,427,top-gc-riders,2017
Debusschere Jens,Lotto Soudal,52,438,top-gc-riders,2017
Mas Enric,Quick-Step Floors,50,456,top-gc-riders,2017
Bewley Sam,ORICA-Scott,50,464,top-gc-riders,2017
Christian Mark,Aqua Blue Sport,49,469,top-gc-riders,2017
Haga Chad,Team Sunweb,49,471,top-gc-riders,2017
Theuns Edward,Trek - Segafredo,46,479,top-gc-riders,2017
Mørkøv Michael,Team Katusha Alpecin,46,480,top-gc-riders,2017
Novak Domen,Bahrain Merida Pro Cycling Team,41,510,top-gc-riders,2017
Degenkolb John,Trek - Segafredo,40,518,top-gc-riders,2017
Lindeman Bert-Jan,Team LottoNL-Jumbo,40,530,top-gc-riders,2017
Declercq Tim,Quick-Step Floors,40,514,top-gc-riders,2017
Haller Marco,Team Katusha Alpecin,40,523,top-gc-riders,2017
Hofstede Lennard,Team Sunweb,39,552,top-gc-riders,2017
Bouwman Koen,Team LottoNL-Jumbo,36,584,top-gc-riders,2017
Vliegen Loïc,BMC Racing Team,34,616,top-gc-riders,2017
Gougeard Alexis,AG2R La Mondiale,30,646,top-gc-riders,2017
King Ben,Team Dimension Data,30,651,top-gc-riders,2017
Skujiņš Toms,Cannondale-Drapac Pro Cycling Team,25,730,top-gc-riders,2017
Van Asbroeck Tom,Cannondale-Drapac Pro Cycling Team,25,746,top-gc-riders,2017
Fraile Omar,Team Dimension Data,25,705,top-gc-riders,2017
Oss Daniel,BMC Racing Team,25,717,top-gc-riders,2017
Manzin Lorrenzo,FDJ,25,733,top-gc-riders,2017
Trentin Matteo,Quick-Step Floors,25,728,top-gc-riders,2017
Pedrero Antonio,Movistar Team,24,767,top-gc-riders,2017
Rubio Diego,Caja Rural - Seguros RGA,24,766,top-gc-riders,2017
Reis Rafael,Caja Rural - Seguros RGA,21,792,top-gc-riders,2017
Schwarzmann Michael,BORA - hansgrohe,20,815,top-gc-riders,2017
Schultz Nick,Caja Rural - Seguros RGA,20,807,top-gc-riders,2017
Arcas Jorge,Movistar Team,17,881,top-gc-riders,2017
Kämna Lennard,Team Sunweb,14,927,top-gc-riders,2017
Denz Nico,AG2R La Mondiale,12,987,top-gc-riders,2017
García Cortina Iván,Bahrain Merida Pro Cycling Team,12,977,top-gc-riders,2017
Nibali Antonio,Bahrain Merida Pro Cycling Team,12,983,top-gc-riders,2017
Modolo Sacha,UAE Team Emirates,659.4,14,top-sprinters,2017
Degenkolb John,Trek - Segafredo,585,19,top-sprinters,2017
van Genechten Jonas,"Cofidis, Solutions Crédits",484.2,33,top-sprinters,2017
Cort Magnus,ORICA-Scott,455,37,top-sprinters,2017
Trentin Matteo,Quick-Step Floors,400.2,48,top-sprinters,2017
Theuns Edward,Trek - Segafredo,381.2,50,top-sprinters,2017
Debusschere Jens,Lotto Soudal,349,62,top-sprinters,2017
Lutsenko Alexey,Astana Pro Team,304,77,top-sprinters,2017
Lobato Juan José,Team LottoNL-Jumbo,277,87,top-sprinters,2017
Alaphilippe Julian,Quick-Step Floors,205,126,top-sprinters,2017
Duval Julien,AG2R La Mondiale,196.4,132,top-sprinters,2017
Van Asbroeck Tom,Cannondale-Drapac Pro Cycling Team,196.4,133,top-sprinters,2017
Schwarzmann Michael,BORA - hansgrohe,196,137,top-sprinters,2017
Turgis Anthony,"Cofidis, Solutions Crédits",196,135,top-sprinters,2017
Manzin Lorrenzo,FDJ,188,147,top-sprinters,2017
Gonçalves José,Team Katusha Alpecin,187,149,top-sprinters,2017
Terpstra Niki,Quick-Step Floors,166.8,175,top-sprinters,2017
Kolář Michael,BORA - hansgrohe,165.8,177,top-sprinters,2017
Rojas José Joaquín,Movistar Team,152,200,top-sprinters,2017
Costa Rui,UAE Team Emirates,145.9,214,top-sprinters,2017
Stannard Ian,Team Sky,144,216,top-sprinters,2017
García Cortina Iván,Bahrain Merida Pro Cycling Team,134,230,top-sprinters,2017
Jungels Bob,Quick-Step Floors,120.8,266,top-sprinters,2017
Zurlo Federico,UAE Team Emirates,120,269,top-sprinters,2017
Moreno Daniel,Movistar Team,116,276,top-sprinters,2017
Kelderman Wilco,Team Sunweb,116,275,top-sprinters,2017
Wallays Jelle,Lotto Soudal,110,281,top-sprinters,2017
Niemiec Przemysław,UAE Team Emirates,108,283,top-sprinters,2017
Visconti Giovanni,Bahrain Merida Pro Cycling Team,104.8,289,top-sprinters,2017
Froome Chris,Team Sky,101.2,293,top-sprinters,2017
Roux Anthony,FDJ,100,301,top-sprinters,2017
Clarke Will,Cannondale-Drapac Pro Cycling Team,99,304,top-sprinters,2017
Kreder Michel,Aqua Blue Sport,98.2,308,top-sprinters,2017
Bardet Romain,AG2R La Mondiale,98,310,top-sprinters,2017
Reguigui Youcef,Team Dimension Data,95,321,top-sprinters,2017
Barguil Warren,Team Sunweb,95,320,top-sprinters,2017
Declercq Tim,Quick-Step Floors,92.2,332,top-sprinters,2017
Molano Juan Sebastián,Manzana Postobon,88,355,top-sprinters,2017
Mohorič Matej,UAE Team Emirates,87.3,360,top-sprinters,2017
Blythe Adam,Aqua Blue Sport,86.8,367,top-sprinters,2017
Pauwels Serge,Team Dimension Data,85,377,top-sprinters,2017
Kragh Andersen Søren,Team Sunweb,82,395,top-sprinters,2017
Caruso Damiano,BMC Racing Team,82,400,top-sprinters,2017
Bilbao Pello,Astana Pro Team,81,405,top-sprinters,2017
Poels Wout,Team Sky,81,403,top-sprinters,2017
Pantano Jarlinson,Trek - Segafredo,80,410,top-sprinters,2017
Sánchez Luis León,Astana Pro Team,76.8,431,top-sprinters,2017
Vliegen Loïc,BMC Racing Team,74.4,442,top-sprinters,2017
Dennis Rohan,BMC Racing Team,74,450,top-sprinters,2017
Dunne Conor,Aqua Blue Sport,72,464,top-sprinters,2017
Bystrøm Sven Erik,Team Katusha Alpecin,69,484,top-sprinters,2017
Oss Daniel,BMC Racing Team,66.4,508,top-sprinters,2017
Hofstede Lennard,Team Sunweb,66,510,top-sprinters,2017
Lampaert Yves,Quick-Step Floors,65,521,top-sprinters,2017
Yates Simon,ORICA-Scott,64,523,top-sprinters,2017
Gate Aaron,Aqua Blue Sport,64,522,top-sprinters,2017
De Tier Floris,Team LottoNL-Jumbo,64,526,top-sprinters,2017
Moscon Gianni,Team Sky,63.3,532,top-sprinters,2017
De Vreese Laurens,Astana Pro Team,62.4,540,top-sprinters,2017
Vanbilsen Kenneth,"Cofidis, Solutions Crédits",62,545,top-sprinters,2017
King Ben,Team Dimension Data,60,560,top-sprinters,2017
Betancur Carlos,Movistar Team,60,563,top-sprinters,2017
Denz Nico,AG2R La Mondiale,59,572,top-sprinters,2017
Mørkøv Michael,Team Katusha Alpecin,58,582,top-sprinters,2017
Juul-Jensen Christopher,ORICA-Scott,57,597,top-sprinters,2017
Schultz Nick,Caja Rural - Seguros RGA,54,632,top-sprinters,2017
Ferrari Fabricio,Caja Rural - Seguros RGA,52,653,top-sprinters,2017
Maté Luis Ángel,"Cofidis, Solutions Crédits",52,656,top-sprinters,2017
Zakarin Ilnur,Team Katusha Alpecin,50.2,668,top-sprinters,2017
Chaves Esteban,ORICA-Scott,50,670,top-sprinters,2017
Canty Brendan,Cannondale-Drapac Pro Cycling Team,50,680,top-sprinters,2017
Chernetski Sergei,Astana Pro Team,49.4,682,top-sprinters,2017
Konrad Patrick,BORA - hansgrohe,48.4,697,top-sprinters,2017
Hoelgaard Daniel,FDJ,48,701,top-sprinters,2017
Aït El Abdia Anass,UAE Team Emirates,45,729,top-sprinters,2017
Nibali Vincenzo,Bahrain Merida Pro Cycling Team,44.8,739,top-sprinters,2017
Bol Jetse,Manzana Postobon,44.4,740,top-sprinters,2017
Mas Enric,Quick-Step Floors,44,742,top-sprinters,2017
Pardilla Sergio,Caja Rural - Seguros RGA,44,749,top-sprinters,2017
Mas Lluís,Caja Rural - Seguros RGA,42,767,top-sprinters,2017
Woods Michael,Cannondale-Drapac Pro Cycling Team,39,823,top-sprinters,2017
Clarke Simon,Cannondale-Drapac Pro Cycling Team,37,847,top-sprinters,2017
Buchmann Emanuel,BORA - hansgrohe,37,858,top-sprinters,2017
Rosa Diego,Team Sky,36.4,865,top-sprinters,2017
Rubio Diego,Caja Rural - Seguros RGA,36,874,top-sprinters,2017
Morton Lachlan,Team Dimension Data,34,921,top-sprinters,2017
Stalnov Nikita,Astana Pro Team,33,932,top-sprinters,2017
Koning Peter,Aqua Blue Sport,32,954,top-sprinters,2017
Novak Domen,Bahrain Merida Pro Cycling Team,32,961,top-sprinters,2017
Pozzovivo Domenico,AG2R La Mondiale,31,973,top-sprinters,2017
Scully Tom,Cannondale-Drapac Pro Cycling Team,31,981,top-sprinters,2017
Froome Chris,Team Sky,870,2,top-time-trial-riders,2017
Dennis Rohan,BMC Racing Team,641,7,top-time-trial-riders,2017
Oliveira Nelson,Movistar Team,476,11,top-time-trial-riders,2017
Jungels Bob,Quick-Step Floors,443,13,top-time-trial-riders,2017
Lampaert Yves,Quick-Step Floors,387,18,top-time-trial-riders,2017
Le Bon Johan,FDJ,348,21,top-time-trial-riders,2017
Kelderman Wilco,Team Sunweb,341,22,top-time-trial-riders,2017
Ludvigsson Tobias,FDJ,341,23,top-time-trial-riders,2017
Contador Alberto,Trek - Segafredo,326,24,top-time-trial-riders,2017
van Garderen Tejay,BMC Racing Team,204,40,top-time-trial-riders,2017
Geniez Alexandre,AG2R La Mondiale,194,45,top-time-trial-riders,2017
Boaro Manuele,Bahrain Merida Pro Cycling Team,192,46,top-time-trial-riders,2017
Kragh Andersen Søren,Team Sunweb,184,49,top-time-trial-riders,2017
Kruijswijk Steven,Team LottoNL-Jumbo,180,51,top-time-trial-riders,2017
Yates Adam,ORICA-Scott,178,52,top-time-trial-riders,2017
Bardet Romain,AG2R La Mondiale,172,55,top-time-trial-riders,2017
Poels Wout,Team Sky,167,57,top-time-trial-riders,2017
Clarke Will,Cannondale-Drapac Pro Cycling Team,161,60,top-time-trial-riders,2017
Aru Fabio,Astana Pro Team,160,61,top-time-trial-riders,2017
López Miguel Ángel,Astana Pro Team,158,63,top-time-trial-riders,2017
Zakarin Ilnur,Team Katusha Alpecin,156,64,top-time-trial-riders,2017
De Gendt Thomas,Lotto Soudal,154,67,top-time-trial-riders,2017
Sánchez Luis León,Astana Pro Team,128,77,top-time-trial-riders,2017
Roux Anthony,FDJ,127,78,top-time-trial-riders,2017
Rosa Diego,Team Sky,116,88,top-time-trial-riders,2017
Nibali Vincenzo,Bahrain Merida Pro Cycling Team,112,92,top-time-trial-riders,2017
Reis Rafael,Caja Rural - Seguros RGA,110,95,top-time-trial-riders,2017
Scully Tom,Cannondale-Drapac Pro Cycling Team,107,99,top-time-trial-riders,2017
Alaphilippe Julian,Quick-Step Floors,107,100,top-time-trial-riders,2017
Terpstra Niki,Quick-Step Floors,104,110,top-time-trial-riders,2017
Clement Stef,Team LottoNL-Jumbo,104,107,top-time-trial-riders,2017
Taaramäe Rein,Team Katusha Alpecin,100,116,top-time-trial-riders,2017
Moscon Gianni,Team Sky,98,120,top-time-trial-riders,2017
Chaves Esteban,ORICA-Scott,98,122,top-time-trial-riders,2017
Roche Nicolas,BMC Racing Team,91,131,top-time-trial-riders,2017
Meintjes Louis,UAE Team Emirates,88,141,top-time-trial-riders,2017
Haga Chad,Team Sunweb,88,143,top-time-trial-riders,2017
Tuft Svein,ORICA-Scott,87,145,top-time-trial-riders,2017
Gonçalves José,Team Katusha Alpecin,86,146,top-time-trial-riders,2017
Fournier Marc,FDJ,84,150,top-time-trial-riders,2017
Moreno Javier,Bahrain Merida Pro Cycling Team,83,153,top-time-trial-riders,2017
Lutsenko Alexey,Astana Pro Team,78,158,top-time-trial-riders,2017
Majka Rafał,BORA - hansgrohe,75,168,top-time-trial-riders,2017
Houle Hugo,AG2R La Mondiale,72,171,top-time-trial-riders,2017
Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,70,178,top-time-trial-riders,2017
Visconti Giovanni,Bahrain Merida Pro Cycling Team,68,185,top-time-trial-riders,2017
Costa Rui,UAE Team Emirates,66,188,top-time-trial-riders,2017
Caruso Damiano,BMC Racing Team,65,191,top-time-trial-riders,2017
Bouwman Koen,Team LottoNL-Jumbo,62,199,top-time-trial-riders,2017
Pellizotti Franco,Bahrain Merida Pro Cycling Team,54,237,top-time-trial-riders,2017
Pantano Jarlinson,Trek - Segafredo,54,236,top-time-trial-riders,2017
Oomen Sam,Team Sunweb,52,247,top-time-trial-riders,2017
Rossetto Stéphane,"Cofidis, Solutions Crédits",52,245,top-time-trial-riders,2017
Fraile Omar,Team Dimension Data,46,281,top-time-trial-riders,2017
Mas Lluís,Caja Rural - Seguros RGA,44,290,top-time-trial-riders,2017
Cort Magnus,ORICA-Scott,42,302,top-time-trial-riders,2017
Vilela Ricardo,Manzana Postobon,42,306,top-time-trial-riders,2017
Navarro Daniel,"Cofidis, Solutions Crédits",39,322,top-time-trial-riders,2017
Bilbao Pello,Astana Pro Team,38,333,top-time-trial-riders,2017
Haig Jack,ORICA-Scott,38,331,top-time-trial-riders,2017
Chernetski Sergei,Astana Pro Team,37,340,top-time-trial-riders,2017
Hamilton Chris,Team Sunweb,37,341,top-time-trial-riders,2017
Monfort Maxime,Lotto Soudal,35,358,top-time-trial-riders,2017
Bewley Sam,ORICA-Scott,34,359,top-time-trial-riders,2017
Juul-Jensen Christopher,ORICA-Scott,33,375,top-time-trial-riders,2017
Kämna Lennard,Team Sunweb,32,387,top-time-trial-riders,2017
de la Cruz David,Quick-Step Floors,32,379,top-time-trial-riders,2017
Mas Enric,Quick-Step Floors,32,378,top-time-trial-riders,2017
Warbasse Larry,Aqua Blue Sport,31,393,top-time-trial-riders,2017
Arcas Jorge,Movistar Team,31,399,top-time-trial-riders,2017
Oss Daniel,BMC Racing Team,26,471,top-time-trial-riders,2017
Belkov Maxim,Team Katusha Alpecin,25,493,top-time-trial-riders,2017
Mohorič Matej,UAE Team Emirates,25,520,top-time-trial-riders,2017
Soler Marc,Movistar Team,25,514,top-time-trial-riders,2017
Armée Sander,Lotto Soudal,24,560,top-time-trial-riders,2017
Hansen Lasse Norman,Aqua Blue Sport,24,558,top-time-trial-riders,2017
Villella Davide,Cannondale-Drapac Pro Cycling Team,22,582,top-time-trial-riders,2017
Reyes Aldemar,Manzana Postobon,21,587,top-time-trial-riders,2017
Kudus Merhawi,Team Dimension Data,20,678,top-time-trial-riders,2017
Skujiņš Toms,Cannondale-Drapac Pro Cycling Team,20,621,top-time-trial-riders,2017
Stalnov Nikita,Astana Pro Team,20,663,top-time-trial-riders,2017
López David,Team Sky,18,702,top-time-trial-riders,2017
Christian Mark,Aqua Blue Sport,18,699,top-time-trial-riders,2017
Novak Domen,Bahrain Merida Pro Cycling Team,16,789,top-time-trial-riders,2017
Schultz Nick,Caja Rural - Seguros RGA,14,823,top-time-trial-riders,2017
Nieve Mikel,Team Sky,14,832,top-time-trial-riders,2017
Lindeman Bert-Jan,Team LottoNL-Jumbo,14,819,top-time-trial-riders,2017
Turgis Anthony,"Cofidis, Solutions Crédits",13,841,top-time-trial-riders,2017
Aït El Abdia Anass,UAE Team Emirates,12,920,top-time-trial-riders,2017
García Cortina Iván,Bahrain Merida Pro Cycling Team,12,922,top-time-trial-riders,2017
Bystrøm Sven Erik,Team Katusha Alpecin,12,880,top-time-trial-riders,2017
Eiking Odd Christian,FDJ,12,871,top-time-trial-riders,2017
van Genechten Jonas,"Cofidis, Solutions Crédits",10,953,top-time-trial-riders,2017
Alaphilippe Julian,Quick-Step Floors,536,18,best-classic-riders,2017
Chaves Esteban,ORICA-Scott,435,24,best-classic-riders,2017
Visconti Giovanni,Bahrain Merida Pro Cycling Team,385,30,best-classic-riders,2017
Costa Rui,UAE Team Emirates,385,29,best-classic-riders,2017
Poels Wout,Team Sky,373,34,best-classic-riders,2017
Bardet Romain,AG2R La Mondiale,365,36,best-classic-riders,2017
Degenkolb John,Trek - Segafredo,355,39,best-classic-riders,2017
Trentin Matteo,Quick-Step Floors,342,45,best-classic-riders,2017
Terpstra Niki,Quick-Step Floors,331,48,best-classic-riders,2017
Debusschere Jens,Lotto Soudal,322,50,best-classic-riders,2017
Rosa Diego,Team Sky,295,57,best-classic-riders,2017
Aru Fabio,Astana Pro Team,294,58,best-classic-riders,2017
Stannard Ian,Team Sky,273,61,best-classic-riders,2017
Villella Davide,Cannondale-Drapac Pro Cycling Team,266,64,best-classic-riders,2017
Barguil Warren,Team Sunweb,256,69,best-classic-riders,2017
Majka Rafał,BORA - hansgrohe,240,74,best-classic-riders,2017
Roux Anthony,FDJ,225,77,best-classic-riders,2017
Theuns Edward,Trek - Segafredo,224,78,best-classic-riders,2017
Yates Simon,ORICA-Scott,196,88,best-classic-riders,2017
Duval Julien,AG2R La Mondiale,175,102,best-classic-riders,2017
Woods Michael,Cannondale-Drapac Pro Cycling Team,168,108,best-classic-riders,2017
Vliegen Loïc,BMC Racing Team,168,111,best-classic-riders,2017
van Genechten Jonas,"Cofidis, Solutions Crédits",155,124,best-classic-riders,2017
Van Asbroeck Tom,Cannondale-Drapac Pro Cycling Team,152,126,best-classic-riders,2017
Zakarin Ilnur,Team Katusha Alpecin,150,128,best-classic-riders,2017
Bilbao Pello,Astana Pro Team,148,132,best-classic-riders,2017
Cort Magnus,ORICA-Scott,145,134,best-classic-riders,2017
Oss Daniel,BMC Racing Team,143,136,best-classic-riders,2017
Moscon Gianni,Team Sky,140,140,best-classic-riders,2017
Sánchez Luis León,Astana Pro Team,139,141,best-classic-riders,2017
Yates Adam,ORICA-Scott,138,142,best-classic-riders,2017
Juul-Jensen Christopher,ORICA-Scott,135,145,best-classic-riders,2017
Lutsenko Alexey,Astana Pro Team,134,146,best-classic-riders,2017
Turgis Anthony,"Cofidis, Solutions Crédits",134,147,best-classic-riders,2017
Moreno Daniel,Movistar Team,132,150,best-classic-riders,2017
López Miguel Ángel,Astana Pro Team,125,157,best-classic-riders,2017
Declercq Tim,Quick-Step Floors,125,156,best-classic-riders,2017
Kreder Michel,Aqua Blue Sport,121,163,best-classic-riders,2017
Meintjes Louis,UAE Team Emirates,119,167,best-classic-riders,2017
Wallays Jelle,Lotto Soudal,118,168,best-classic-riders,2017
Clarke Simon,Cannondale-Drapac Pro Cycling Team,115,171,best-classic-riders,2017
De Marchi Alessandro,BMC Racing Team,107,182,best-classic-riders,2017
Kelderman Wilco,Team Sunweb,101,192,best-classic-riders,2017
Buchmann Emanuel,BORA - hansgrohe,97,199,best-classic-riders,2017
Blythe Adam,Aqua Blue Sport,95,203,best-classic-riders,2017
Pardilla Sergio,Caja Rural - Seguros RGA,94,206,best-classic-riders,2017
Manzin Lorrenzo,FDJ,89,215,best-classic-riders,2017
Chernetski Sergei,Astana Pro Team,87,220,best-classic-riders,2017
Reguigui Youcef,Team Dimension Data,86,221,best-classic-riders,2017
Pauwels Serge,Team Dimension Data,83,232,best-classic-riders,2017
Pellizotti Franco,Bahrain Merida Pro Cycling Team,83,231,best-classic-riders,2017
Modolo Sacha,UAE Team Emirates,78,243,best-classic-riders,2017
Roche Nicolas,BMC Racing Team,77,247,best-classic-riders,2017
Pantano Jarlinson,Trek - Segafredo,76,251,best-classic-riders,2017
Antón Igor,Team Dimension Data,76,250,best-classic-riders,2017
Mørkøv Michael,Team Katusha Alpecin,73,259,best-classic-riders,2017
Haller Marco,Team Katusha Alpecin,71,268,best-classic-riders,2017
Lobato Juan José,Team LottoNL-Jumbo,70,269,best-classic-riders,2017
De Tier Floris,Team LottoNL-Jumbo,66,273,best-classic-riders,2017
Froome Chris,Team Sky,65,277,best-classic-riders,2017
Hoelgaard Daniel,FDJ,65,280,best-classic-riders,2017
Konrad Patrick,BORA - hansgrohe,64,284,best-classic-riders,2017
de Kort Koen,Trek - Segafredo,62,294,best-classic-riders,2017
Skujiņš Toms,Cannondale-Drapac Pro Cycling Team,62,289,best-classic-riders,2017
Houle Hugo,AG2R La Mondiale,60,299,best-classic-riders,2017
Bystrøm Sven Erik,Team Katusha Alpecin,59,310,best-classic-riders,2017
De Vreese Laurens,Astana Pro Team,58,315,best-classic-riders,2017
Lampaert Yves,Quick-Step Floors,58,313,best-classic-riders,2017
