team,team_class,team_points,year,race
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Astana Pro Team,WT,2184,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Astana Pro Team,WT,2184,2018,vuelta-a-espana
AG2R La Mondiale,WT,2001,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Astana Pro Team,WT,2184,2018,vuelta-a-espana
AG2R La Mondiale,WT,2001,2018,vuelta-a-espana
Team Dimension Data,WT,1839,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Astana Pro Team,WT,2184,2018,vuelta-a-espana
AG2R La Mondiale,WT,2001,2018,vuelta-a-espana
Team Dimension Data,WT,1839,2018,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,818,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Astana Pro Team,WT,2184,2018,vuelta-a-espana
AG2R La Mondiale,WT,2001,2018,vuelta-a-espana
Team Dimension Data,WT,1839,2018,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,818,2018,vuelta-a-espana
Euskadi - Murias,PCT,809,2018,vuelta-a-espana
Mitchelton-Scott,WT,5228,2018,vuelta-a-espana
BORA - hansgrohe,WT,5192,2018,vuelta-a-espana
BMC Racing Team,WT,4752,2018,vuelta-a-espana
Team Sky,WT,4553,2018,vuelta-a-espana
Movistar Team,WT,4514,2018,vuelta-a-espana
UAE Team Emirates,WT,4088,2018,vuelta-a-espana
Bahrain Merida Pro Cycling Team,WT,3770,2018,vuelta-a-espana
Team EF Education First-Drapac p/b Cannondale,WT,3428,2018,vuelta-a-espana
Trek - Segafredo,WT,2686,2018,vuelta-a-espana
Lotto Soudal,WT,2551,2018,vuelta-a-espana
Quick-Step Floors,WT,2539,2018,vuelta-a-espana
Team Katusha Alpecin,WT,2514,2018,vuelta-a-espana
Groupama - FDJ,WT,2476,2018,vuelta-a-espana
Team LottoNL-Jumbo,WT,2465,2018,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,2406,2018,vuelta-a-espana
Team Sunweb,WT,2312,2018,vuelta-a-espana
Astana Pro Team,WT,2184,2018,vuelta-a-espana
AG2R La Mondiale,WT,2001,2018,vuelta-a-espana
Team Dimension Data,WT,1839,2018,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,818,2018,vuelta-a-espana
Euskadi - Murias,PCT,809,2018,vuelta-a-espana
Burgos-BH,PCT,444,2018,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Team Dimension Data,WT,1801,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Team Dimension Data,WT,1801,2019,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,1579,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Team Dimension Data,WT,1801,2019,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,1579,2019,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,1549,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Team Dimension Data,WT,1801,2019,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,1579,2019,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,1549,2019,vuelta-a-espana
CCC Team,WT,1283,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Team Dimension Data,WT,1801,2019,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,1579,2019,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,1549,2019,vuelta-a-espana
CCC Team,WT,1283,2019,vuelta-a-espana
Lotto Soudal,WT,1060,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
AG2R La Mondiale,WT,1921,2019,vuelta-a-espana
Mitchelton-Scott,WT,1832,2019,vuelta-a-espana
Team Katusha Alpecin,WT,1809,2019,vuelta-a-espana
Team Dimension Data,WT,1801,2019,vuelta-a-espana
Caja Rural - Seguros RGA,PCT,1579,2019,vuelta-a-espana
"Cofidis, Solutions Crédits",PCT,1549,2019,vuelta-a-espana
CCC Team,WT,1283,2019,vuelta-a-espana
Lotto Soudal,WT,1060,2019,vuelta-a-espana
Groupama - FDJ,WT,967,2019,vuelta-a-espana
Astana Pro Team,WT,6080,2019,vuelta-a-espana
Movistar Team,WT,5611,2019,vuelta-a-espana
Team Jumbo-Visma,WT,4934,2019,vuelta-a-espana
BORA - hansgrohe,WT,4214,2019,vuelta-a-espana
Deceuninck - Quick Step,WT,3393,2019,vuelta-a-espana
EF Education First,WT,2811,2019,vuelta-a-espana
UAE Team Emirates,WT,2658,2019,vuelta-a-espana
Team Sunweb,WT,2431,2019,vuelta-a-espana
Trek - Segafredo,WT,2357,2019,vuelta-a-espana
Bahrain Merida,WT,2221,2019,vuelta-a-espana
Team INEOS,WT,2124,2019,vuelta-a-espana
